transcript_id,gene_id,VXZQDSSGHVXESRCU,GFVFCKEMORKYYMLY,DZSVCTWUYNSXZPKA,OXBCHWNYNTPSSTGN,YFLQYUFTSERFAPKN,GDIOTRNJDLZYKHKX,WXOFHUORVFJYNQPU,QSSRZDSPSKYUXCHP
ENSMUSG00000017778.14_86044816_86046774_1,ENSMUSG00000017778.14,15,19,43,26,40,18,31,4
ENSMUST00000038675.6,ENSMUSG00000037772.13,80,133,134,98,128,53,101,2
ENSMUST00000123301.7,ENSMUSG00000026027.13,1,1,0,1,0,0,0,0
ENSMUST00000106112.1,ENSMUSG00000078566.8,1,6,10,4,15,0,5,1
ENSMUSG00000059923.13_115645760_115708576_1,ENSMUSG00000059923.13,23,8,11,9,11,3,7,1
ENSMUSG00000027067.16_85037234_85047109_1,ENSMUSG00000027067.16,4,13,16,9,7,2,3,1
ENSMUSG00000032324.11_56136162_56160953_1,ENSMUSG00000032324.11,9,11,15,6,9,9,17,2
ENSMUST00000022904.7,ENSMUSG00000022295.8,56,107,150,69,114,54,71,11
ENSMUSG00000048222.3_121461664_121474067_1,ENSMUSG00000048222.3,19,36,29,27,29,15,26,3
ENSMUST00000136676.7,ENSMUSG00000027342.14,1,0,0,0,0,0,0,0
ENSMUST00000179212.2,ENSMUSG00000032417.10,1,0,0,0,2,1,0,0
ENSMUST00000058418.7,ENSMUSG00000050822.11,41,51,132,42,48,33,47,4
ENSMUSG00000089736.2_4249069_4251423_1,ENSMUSG00000089736.2,7,5,13,6,7,3,11,1
ENSMUSG00000031921.17_107069400_107076754_1,ENSMUSG00000031921.17,45,46,97,59,72,30,63,3
ENSMUSG00000028333.10_46451146_46472521_2,ENSMUSG00000028333.10,129,110,453,111,130,174,275,22
ENSMUST00000220169.1,ENSMUSG00000112375.1,0,3,2,4,3,0,2,0
ENSMUSG00000025505.16_141333658_141336829_1,ENSMUSG00000025505.16,3,3,7,5,11,2,3,1
ENSMUSG00000036009.16_105763255_105841371_1,ENSMUSG00000036009.16,4,9,12,5,10,3,3,1
ENSMUST00000025546.16,ENSMUSG00000024644.17,30,46,61,31,45,28,45,5
ENSMUST00000043975.10,ENSMUSG00000036845.12,27,40,107,48,49,34,59,3
ENSMUST00000082034.12,ENSMUSG00000025665.16,9,10,17,9,8,4,6,0
ENSMUSG00000020409.10_43433759_43447035_1,ENSMUSG00000020409.10,32,40,72,35,63,29,41,1
ENSMUST00000227880.2,ENSMUSG00000022199.12,75,81,202,57,152,57,127,6
ENSMUST00000160225.1,ENSMUSG00000051550.10,8,4,21,4,13,5,9,1
ENSMUSG00000024654.8_9112037_9135636_1,ENSMUSG00000024654.8,118,195,246,163,361,102,195,17
ENSMUSG00000027883.15_108678638_108682093_1,ENSMUSG00000027883.15,51,65,96,42,79,43,59,6
ENSMUSG00000060904.14_88731442_88744094_1,ENSMUSG00000060904.14,127,231,324,222,269,110,205,11
ENSMUSG00000024561.11_74276806_74282732_1,ENSMUSG00000024561.11,50,46,86,41,70,27,53,3
ENSMUST00000003502.3,ENSMUSG00000003411.10,10,36,96,27,421,39,60,2
ENSMUSG00000002064.10_78245746_78255496_1,ENSMUSG00000002064.10,8,7,6,6,10,3,10,2
ENSMUST00000160774.7,ENSMUSG00000028559.17,1,2,4,3,4,0,3,0
ENSMUSG00000075014.1_98666547_98667023_1,ENSMUSG00000075014.1,6,3,4,4,7,3,5,0
ENSMUSG00000002064.10_78246135_78255496_2,ENSMUSG00000002064.10,59,45,117,32,95,25,57,3
ENSMUSG00000002064.10_78246135_78255496_1,ENSMUSG00000002064.10,75,66,143,43,119,48,89,8
ENSMUSG00000025817.12_5845290_5868740_1,ENSMUSG00000025817.12,38,39,60,32,39,19,32,0
ENSMUSG00000042354.7_31015275_31019014_1,ENSMUSG00000042354.7,30,22,36,31,18,13,22,3
ENSMUSG00000025817.12_5845290_5868740_3,ENSMUSG00000025817.12,10,9,18,6,14,4,7,1
ENSMUST00000133316.7,ENSMUSG00000029177.9,14,32,46,25,39,29,29,3
ENSMUSG00000025817.12_5845290_5868740_5,ENSMUSG00000025817.12,13,11,17,7,14,5,6,0
ENSMUSG00000025817.12_5845290_5868740_4,ENSMUSG00000025817.12,14,7,22,8,14,5,17,2
ENSMUST00000140963.7,ENSMUSG00000026213.15,4,5,5,3,5,2,9,0
ENSMUST00000173987.1,ENSMUSG00000077450.13,0,1,3,2,5,0,2,0
ENSMUSG00000033545.14_111537463_111623073_1,ENSMUSG00000033545.14,16,21,40,16,27,14,24,4
ENSMUSG00000024359.10_34937639_34954357_1,ENSMUSG00000024359.10,73,108,222,127,102,77,119,11
ENSMUST00000115522.9,ENSMUSG00000115219.2,11,13,22,13,9,5,7,3
ENSMUSG00000024538.8_53406332_53418115_3,ENSMUSG00000024538.8,10,10,22,18,12,8,8,2
ENSMUSG00000025204.10_44550253_44555405_4,ENSMUSG00000025204.10,22,46,64,16,41,27,38,3
ENSMUSG00000025204.10_44550253_44555405_2,ENSMUSG00000025204.10,9,15,35,10,17,14,29,1
ENSMUSG00000025204.10_44550253_44555405_3,ENSMUSG00000025204.10,2,5,10,3,3,9,7,2
ENSMUSG00000025204.10_44550253_44555405_1,ENSMUSG00000025204.10,4,4,13,7,7,4,14,0
ENSMUSG00000041341.10_105658939_105685200_1,ENSMUSG00000041341.10,14,14,9,14,16,4,5,1
ENSMUSG00000004980.16_51466594_51469772_3,ENSMUSG00000004980.16,1,0,0,1,0,0,0,0
ENSMUST00000044954.6,ENSMUSG00000037434.7,36,41,70,22,64,18,39,2
ENSMUSG00000027254.13_121295463_121309438_1,ENSMUSG00000027254.13,3,5,5,6,6,4,9,1
ENSMUST00000146573.1,ENSMUSG00000036781.13,67,38,79,22,35,29,45,1
ENSMUSG00000021149.8_8972625_8996050_1,ENSMUSG00000021149.8,264,304,482,232,240,190,237,22
ENSMUST00000018965.3,ENSMUSG00000018821.3,17,25,33,13,24,11,22,2
ENSMUST00000084124.6,ENSMUSG00000028961.15,193,231,579,231,288,207,352,28
ENSMUST00000113124.7,ENSMUSG00000038696.14,0,5,3,1,2,3,1,0
ENSMUSG00000053647.4_139423280_139427800_1,ENSMUSG00000053647.4,3,4,5,3,4,5,3,2
ENSMUSG00000061306.16_120104452_120151279_1,ENSMUSG00000061306.16,3,5,15,11,7,5,11,0
ENSMUSG00000027384.6_140170846_140203636_4,ENSMUSG00000027384.6,34,42,62,14,69,16,33,1
ENSMUSG00000022500.15_10973606_10993079_1,ENSMUSG00000022500.15,5,1,6,7,5,1,6,1
ENSMUSG00000062867.13_108560470_108565573_2,ENSMUSG00000062867.13,4,5,13,5,0,5,5,1
ENSMUSG00000062867.13_108560470_108565573_3,ENSMUSG00000062867.13,463,556,927,406,541,318,581,55
ENSMUSG00000062867.13_108560470_108565573_1,ENSMUSG00000062867.13,4,9,20,8,7,6,16,2
ENSMUST00000190930.1,ENSMUSG00000099632.1,10,21,47,17,33,16,33,4
ENSMUSG00000021670.14_96656693_96670861_1,ENSMUSG00000021670.14,47,61,28,67,99,17,21,2
ENSMUST00000198322.4,ENSMUSG00000042520.16,23,22,22,23,26,5,12,3
ENSMUSG00000053477.17_69593413_69683277_2,ENSMUSG00000053477.17,5,7,15,12,16,0,7,1
ENSMUSG00000033981.14_80688040_80706644_4,ENSMUSG00000033981.14,7,13,26,14,16,4,14,0
ENSMUST00000028972.8,ENSMUSG00000027472.14,68,106,119,90,127,60,78,12
ENSMUST00000087216.11,ENSMUSG00000072889.9,9,8,17,11,5,4,10,1
ENSMUSG00000038544.14_59774231_59783808_1,ENSMUSG00000038544.14,5,6,12,4,10,5,8,0
ENSMUSG00000026960.6_53192330_53218445_1,ENSMUSG00000026960.6,8,12,20,10,13,12,11,1
ENSMUSG00000016344.14_181187336_181188504_4,ENSMUSG00000016344.14,65,76,137,71,109,52,83,7
ENSMUSG00000016344.14_181187336_181188504_3,ENSMUSG00000016344.14,7,7,12,4,6,10,10,2
ENSMUSG00000016344.14_181187336_181188504_2,ENSMUSG00000016344.14,23,48,76,36,39,29,55,3
ENSMUSG00000016344.14_181187336_181188504_1,ENSMUSG00000016344.14,10,13,30,10,15,5,18,5
ENSMUSG00000045690.8_75630971_75631356_2,ENSMUSG00000045690.8,1,0,0,2,0,1,0,1
ENSMUSG00000024346.6_36404083_36454524_1,ENSMUSG00000024346.6,8,9,15,4,13,3,12,1
ENSMUSG00000068739.13_108426887_108445198_1,ENSMUSG00000068739.13,15,18,19,13,24,9,14,1
ENSMUSG00000024346.6_36404083_36454524_3,ENSMUSG00000024346.6,342,455,652,439,553,251,456,28
ENSMUST00000195798.1,ENSMUSG00000072258.10,36,31,53,27,23,24,28,1
ENSMUSG00000001017.15_90499695_90509466_3,ENSMUSG00000001017.15,13,13,36,6,14,14,15,0
ENSMUSG00000024346.6_36404083_36454524_4,ENSMUSG00000024346.6,82,65,208,52,134,74,154,6
ENSMUSG00000001017.15_90499695_90509466_1,ENSMUSG00000001017.15,24,33,51,22,32,19,33,2
ENSMUST00000108641.9,ENSMUSG00000006335.16,18,9,21,19,19,13,18,0
ENSMUST00000028807.5,ENSMUSG00000027332.11,18,26,25,28,53,10,21,0
ENSMUSG00000057858.8_60198899_60226698_1,ENSMUSG00000057858.8,14,22,42,17,35,17,17,2
ENSMUSG00000057858.8_60198899_60226698_2,ENSMUSG00000057858.8,17,18,37,16,21,11,17,0
ENSMUSG00000057858.8_60198899_60226698_5,ENSMUSG00000057858.8,20,18,44,19,11,9,27,2
ENSMUSG00000057858.8_60198899_60226698_4,ENSMUSG00000057858.8,6,8,11,6,6,4,7,1
ENSMUSG00000031302.16_101299175_101321350_2,ENSMUSG00000031302.16,4,8,10,7,19,3,4,0
ENSMUST00000025515.6,ENSMUSG00000024614.7,172,215,344,164,263,108,178,8
ENSMUST00000051671.10,ENSMUSG00000029922.15,9,11,14,7,16,3,11,0
ENSMUST00000146089.7,ENSMUSG00000016344.14,76,80,182,84,117,55,125,8
ENSMUSG00000039218.17_23823525_23824741_1,ENSMUSG00000039218.17,130,140,313,175,229,116,223,11
ENSMUST00000039554.6,ENSMUSG00000037376.14,7,11,14,10,10,3,6,0
ENSMUST00000196817.4,ENSMUSG00000002233.13,2,0,0,0,2,1,1,0
ENSMUSG00000021144.14_113135796_113137206_1,ENSMUSG00000021144.14,85,84,197,52,86,57,104,9
ENSMUSG00000020770.13_116058336_116061214_1,ENSMUSG00000020770.13,135,138,303,112,211,125,188,8
ENSMUST00000028817.6,ENSMUSG00000027342.14,180,304,554,246,233,249,312,20
ENSMUST00000036999.9,ENSMUSG00000063146.11,5,6,5,11,21,1,0,0
ENSMUST00000062957.7,ENSMUSG00000033530.8,8,12,22,5,12,2,11,0
ENSMUSG00000073705.10_149128348_149137582_3,ENSMUSG00000073705.10,38,53,85,43,43,48,81,5
ENSMUST00000057623.13,ENSMUSG00000062075.13,12,20,32,23,9,24,19,3
ENSMUSG00000040952.16_24888324_24889806_1,ENSMUSG00000040952.16,1,1,6,0,1,0,2,0
ENSMUSG00000024925.11_5602541_5602936_1,ENSMUSG00000024925.11,19,15,105,13,36,34,64,5
ENSMUST00000080885.11,ENSMUSG00000059824.12,5,6,7,9,20,4,12,1
ENSMUST00000100483.2,ENSMUSG00000029610.13,132,162,320,99,144,115,156,12
ENSMUST00000170163.1,ENSMUSG00000001052.15,0,2,3,1,2,2,1,0
ENSMUST00000144946.1,ENSMUSG00000031153.16,28,33,36,19,29,16,18,0
ENSMUST00000032927.13,ENSMUSG00000030688.15,5,7,15,7,12,6,9,0
ENSMUSG00000034902.17_81293004_81319972_1,ENSMUSG00000034902.17,9,17,24,20,23,9,14,0
ENSMUST00000210296.1,ENSMUSG00000025486.17,0,5,6,1,8,0,5,1
ENSMUSG00000017697.3_163726814_163750239_1,ENSMUSG00000017697.3,6,9,11,5,11,2,7,0
ENSMUST00000021390.8,ENSMUSG00000021003.10,5,5,7,5,13,1,5,0
ENSMUSG00000021453.2_51846678_51848224_1,ENSMUSG00000021453.2,2,4,5,2,4,3,2,0
ENSMUSG00000027770.5_62470082_62507004_1,ENSMUSG00000027770.5,238,239,311,203,331,94,168,15
ENSMUSG00000027752.15_54724484_54734337_1,ENSMUSG00000027752.15,151,134,269,102,136,94,159,10
ENSMUST00000159327.1,ENSMUSG00000022346.15,51,77,122,59,59,40,63,2
ENSMUSG00000047675.15_117153834_117156084_12,ENSMUSG00000047675.15,550,572,1588,353,728,531,919,74
ENSMUST00000041582.14,ENSMUSG00000038291.16,10,24,28,16,27,12,20,0
ENSMUST00000228813.1,ENSMUSG00000022490.7,5,4,12,1,14,4,9,1
ENSMUSG00000019179.10_135778722_135790391_2,ENSMUSG00000019179.10,158,169,335,120,241,108,237,24
ENSMUSG00000019179.10_135778722_135790391_3,ENSMUSG00000019179.10,139,210,401,162,231,142,271,17
ENSMUSG00000019179.10_135778722_135790391_1,ENSMUSG00000019179.10,5,5,9,5,8,3,6,1
ENSMUSG00000001054.9_51623673_51624282_1,ENSMUSG00000001054.9,29,14,43,15,25,14,32,2
ENSMUST00000030014.8,ENSMUSG00000028330.8,21,44,57,34,36,12,12,3
ENSMUST00000107337.7,ENSMUSG00000008305.18,6,22,24,6,6,6,11,1
ENSMUST00000074616.6,ENSMUSG00000032621.8,22,39,63,40,33,25,31,4
ENSMUST00000021714.8,ENSMUSG00000021286.8,38,60,74,43,66,28,57,4
ENSMUST00000128715.7,ENSMUSG00000031557.16,8,5,4,3,8,1,2,0
ENSMUSG00000055943.5_112454997_112467437_1,ENSMUSG00000055943.5,104,185,264,127,253,103,161,10
ENSMUSG00000022389.15_81811414_81826863_1,ENSMUSG00000022389.15,68,78,203,61,129,80,141,8
ENSMUSG00000055943.5_112454997_112467437_3,ENSMUSG00000055943.5,34,50,85,28,95,19,54,5
ENSMUSG00000055943.5_112454997_112467437_2,ENSMUSG00000055943.5,0,5,7,4,8,2,5,0
ENSMUSG00000096768.8_90785848_90822402_7,ENSMUSG00000096768.8,5,4,12,8,2,4,3,0
ENSMUSG00000096768.8_90785848_90822402_6,ENSMUSG00000096768.8,9,6,40,11,6,13,26,1
ENSMUSG00000096768.8_90785848_90822402_3,ENSMUSG00000096768.8,31,34,91,38,23,28,47,3
ENSMUST00000027472.6,ENSMUSG00000026255.15,13,17,21,21,58,4,14,1
ENSMUSG00000078566.8_138890486_138909506_1,ENSMUSG00000078566.8,4,14,27,12,33,11,18,0
ENSMUSG00000033565.18_77132736_77306624_2,ENSMUSG00000033565.18,2,2,2,1,6,2,2,0
ENSMUSG00000096768.8_90785848_90822402_8,ENSMUSG00000096768.8,20,27,85,13,14,30,47,1
ENSMUST00000020741.11,ENSMUSG00000020457.13,146,254,328,168,186,136,192,8
ENSMUSG00000032376.12_66517877_66592962_1,ENSMUSG00000032376.12,6,3,12,7,11,8,4,1
ENSMUSG00000001285.12_102331720_102337851_1,ENSMUSG00000001285.12,27,43,73,34,32,26,45,2
ENSMUST00000033139.14,ENSMUSG00000030850.17,3,1,7,5,3,1,3,1
ENSMUSG00000020516.15_86502033_86544774_1,ENSMUSG00000020516.15,93,119,188,97,109,54,87,3
ENSMUST00000180341.1,ENSMUSG00000042079.13,280,366,557,285,317,198,337,18
ENSMUST00000239066.1,ENSMUSG00000022867.11,0,1,0,0,0,0,1,0
ENSMUST00000093299.12,ENSMUSG00000045671.17,6,9,19,9,7,9,9,1
ENSMUST00000171737.2,ENSMUSG00000011179.8,34,61,65,36,46,33,36,5
ENSMUSG00000064181.6_116906777_116950397_1,ENSMUSG00000064181.6,24,22,55,20,26,21,21,0
ENSMUST00000221876.1,ENSMUSG00000020590.16,6,7,8,15,8,4,8,1
ENSMUST00000083435.2,ENSMUSG00000095616.1,9,3,5,0,6,0,5,1
ENSMUST00000087211.8,ENSMUSG00000039220.16,0,0,3,1,2,1,1,0
ENSMUSG00000052926.16_84957667_84966064_1,ENSMUSG00000052926.16,63,77,157,36,63,49,91,8
ENSMUSG00000058709.11_27158659_27166802_1,ENSMUSG00000058709.11,16,16,31,25,13,13,24,0
ENSMUSG00000041084.8_130696366_130709424_1,ENSMUSG00000041084.8,34,31,62,23,53,20,27,0
ENSMUST00000115212.7,ENSMUSG00000058440.14,22,29,49,26,21,9,32,1
ENSMUST00000045078.12,ENSMUSG00000035637.14,65,94,192,58,143,54,124,11
ENSMUSG00000036940.15_136550540_136602308_2,ENSMUSG00000036940.15,74,85,149,111,95,64,97,7
ENSMUSG00000042447.13_8233231_8236274_1,ENSMUSG00000042447.13,13,7,21,10,23,12,17,0
ENSMUST00000151255.1,ENSMUSG00000069835.10,7,8,14,7,15,5,11,2
ENSMUST00000079817.7,ENSMUSG00000063410.8,38,28,63,22,26,15,30,2
ENSMUST00000006854.12,ENSMUSG00000006676.16,5,5,4,5,0,2,1,0
ENSMUST00000160681.1,ENSMUSG00000020246.13,24,26,39,12,32,7,14,1
ENSMUSG00000026730.12_12924069_13001614_1,ENSMUSG00000026730.12,8,16,11,13,14,6,13,1
ENSMUSG00000038587.9_4357175_4359470_1,ENSMUSG00000038587.9,153,161,303,110,210,83,156,6
ENSMUSG00000031578.5_31159463_31166214_1,ENSMUSG00000031578.5,230,217,375,139,249,114,197,12
ENSMUSG00000024516.13_65812695_65817660_1,ENSMUSG00000024516.13,12,12,22,8,21,11,11,1
ENSMUSG00000041846.15_101040043_101083663_2,ENSMUSG00000041846.15,45,41,81,49,44,20,39,1
ENSMUST00000092404.12,ENSMUSG00000034120.18,553,709,1052,532,605,446,662,59
ENSMUST00000099414.4,ENSMUSG00000096910.2,30,36,75,47,59,27,31,0
ENSMUST00000027989.12,ENSMUSG00000026675.12,16,31,50,23,22,22,25,1
ENSMUST00000196873.1,ENSMUSG00000029439.14,28,31,67,15,56,27,48,4
ENSMUSG00000049305.6_108460535_108464553_1,ENSMUSG00000049305.6,64,76,118,37,91,55,76,8
ENSMUSG00000038900.17_32963291_32964045_1,ENSMUSG00000038900.17,68,60,270,50,79,75,120,9
ENSMUSG00000038900.17_32963291_32964045_3,ENSMUSG00000038900.17,1,1,9,0,1,4,6,0
ENSMUSG00000022339.9_44619591_44641027_1,ENSMUSG00000022339.9,8,8,20,10,10,3,13,2
ENSMUSG00000030127.15_124958816_124965422_1,ENSMUSG00000030127.15,77,96,167,69,118,53,95,5
ENSMUSG00000022023.6_79472439_79481050_1,ENSMUSG00000022023.6,13,15,27,17,19,17,18,1
ENSMUSG00000064090.14_26471404_26593603_1,ENSMUSG00000064090.14,6,3,2,4,5,3,6,0
ENSMUST00000204768.1,ENSMUSG00000057278.8,6,6,18,5,5,5,9,1
ENSMUSG00000034171.13_115997790_116017703_1,ENSMUSG00000034171.13,9,13,28,9,10,8,12,1
ENSMUSG00000028788.14_129820221_129848433_1,ENSMUSG00000028788.14,39,39,77,43,54,23,58,3
ENSMUSG00000074280.6_57483963_57484623_22,ENSMUSG00000074280.6,8,17,21,3,25,8,16,1
ENSMUST00000235426.1,ENSMUSG00000024833.15,8,8,1,2,1,1,2,0
ENSMUST00000078218.10,ENSMUSG00000058586.12,9,15,34,13,35,10,16,1
ENSMUSG00000046330.10_72711758_72713617_1,ENSMUSG00000046330.10,118,108,281,42,148,81,123,15
ENSMUSG00000036111.8_109138572_109175207_1,ENSMUSG00000036111.8,10,23,25,10,16,12,20,1
ENSMUSG00000041530.16_126460035_126468588_1,ENSMUSG00000041530.16,3,2,2,5,3,0,0,1
ENSMUSG00000019998.6_24149317_24188284_1,ENSMUSG00000019998.6,50,50,92,51,90,27,54,1
ENSMUSG00000003970.9_76904537_76906314_1,ENSMUSG00000003970.9,153,152,387,70,195,112,190,18
ENSMUST00000038514.14,ENSMUSG00000034826.14,7,14,24,15,9,9,8,0
ENSMUST00000040151.8,ENSMUSG00000036185.9,2,4,6,4,1,5,7,0
ENSMUSG00000034560.6_83583236_83591778_1,ENSMUSG00000034560.6,4,6,7,2,6,2,2,0
ENSMUSG00000074280.6_57483963_57484623_28,ENSMUSG00000074280.6,102,96,225,49,181,56,116,5
ENSMUSG00000023944.14_45567775_45568413_1,ENSMUSG00000023944.14,728,700,1779,502,814,482,918,71
ENSMUST00000165628.8,ENSMUSG00000038697.15,13,22,39,19,24,12,17,0
ENSMUST00000125710.7,ENSMUSG00000047617.11,3,4,5,2,6,4,6,1
ENSMUSG00000028793.15_129058409_129084526_1,ENSMUSG00000028793.15,0,1,0,2,4,1,2,0
ENSMUST00000168218.7,ENSMUSG00000043284.12,4,1,2,1,1,1,1,0
ENSMUSG00000031516.11_34090420_34108477_1,ENSMUSG00000031516.11,115,138,302,109,173,98,177,8
ENSMUSG00000031516.11_34090420_34108477_2,ENSMUSG00000031516.11,3,6,15,13,17,5,13,1
ENSMUSG00000031516.11_34090420_34108477_3,ENSMUSG00000031516.11,2,6,5,3,4,2,1,0
ENSMUST00000032183.5,ENSMUSG00000030095.10,119,158,257,106,165,84,149,8
ENSMUSG00000052144.8_100833622_100868010_1,ENSMUSG00000052144.8,43,80,122,61,54,38,43,3
ENSMUST00000236510.1,ENSMUSG00000024866.10,10,10,22,3,26,5,12,0
ENSMUSG00000038774.9_50840381_50851194_1,ENSMUSG00000038774.9,16,22,23,20,21,7,10,2
ENSMUSG00000069049.11_1010624_1028594_2,ENSMUSG00000069049.11,19,32,22,30,33,6,17,0
ENSMUSG00000069049.11_1010624_1028594_1,ENSMUSG00000069049.11,13,15,19,20,25,5,16,1
ENSMUST00000075303.6,ENSMUSG00000058979.7,18,31,53,23,41,12,20,1
ENSMUSG00000075266.5_30197098_30198580_1,ENSMUSG00000075266.5,4,0,2,2,7,2,3,0
ENSMUST00000199420.4,ENSMUSG00000068823.10,6,6,13,4,3,9,2,1
ENSMUSG00000044442.11_87354245_87367701_2,ENSMUSG00000044442.11,3,5,10,1,1,3,5,0
ENSMUSG00000044442.11_87354245_87367701_1,ENSMUSG00000044442.11,6,8,11,4,15,8,14,0
ENSMUST00000216816.1,ENSMUSG00000032212.10,33,67,104,81,51,45,80,4
ENSMUST00000049537.8,ENSMUSG00000039361.11,7,6,15,10,9,5,3,1
ENSMUSG00000043162.7_57689031_57692078_1,ENSMUSG00000043162.7,107,130,228,116,212,94,181,10
ENSMUST00000044675.4,ENSMUSG00000098789.7,19,29,51,19,33,13,36,2
ENSMUSG00000037962.7_125003475_125011901_1,ENSMUSG00000037962.7,5,4,10,6,1,2,4,0
ENSMUST00000108830.1,ENSMUSG00000001482.15,0,1,2,2,8,1,0,0
ENSMUSG00000000340.10_116513128_116549430_1,ENSMUSG00000000340.10,23,22,41,9,40,13,17,1
ENSMUST00000236566.1,ENSMUSG00000071662.4,7,2,11,2,8,3,4,2
ENSMUSG00000022698.17_44139830_44159534_1,ENSMUSG00000022698.17,4,5,4,2,7,2,5,0
ENSMUSG00000022698.17_44139830_44159534_2,ENSMUSG00000022698.17,35,53,83,25,50,26,42,3
ENSMUST00000032946.9,ENSMUSG00000030704.14,25,29,37,17,22,11,18,4
ENSMUST00000043484.7,ENSMUSG00000038555.7,41,65,142,58,65,58,98,7
ENSMUST00000120753.2,ENSMUSG00000030530.15,1,1,4,1,1,2,1,0
ENSMUST00000030395.8,ENSMUSG00000028643.11,201,259,355,181,316,137,220,19
ENSMUSG00000008200.15_90745604_90768239_1,ENSMUSG00000008200.15,7,13,15,11,6,4,5,0
ENSMUSG00000056458.16_110807798_110840930_1,ENSMUSG00000056458.16,9,13,10,9,16,2,9,0
ENSMUSG00000056458.16_110807798_110840930_2,ENSMUSG00000056458.16,8,11,16,3,6,2,17,0
ENSMUSG00000056629.16_6977744_6979508_1,ENSMUSG00000056629.16,7,9,14,11,8,5,10,0
ENSMUST00000066610.7,ENSMUSG00000048458.8,154,169,325,182,244,120,216,18
ENSMUST00000029626.8,ENSMUSG00000027997.9,16,10,13,16,33,9,16,1
ENSMUST00000106300.1,ENSMUSG00000045251.13,10,16,32,10,21,14,27,4
ENSMUST00000198415.2,ENSMUSG00000043323.17,19,19,41,10,18,18,25,0
ENSMUSG00000027678.17_165992637_166054425_1,ENSMUSG00000027678.17,5,6,6,11,9,1,2,0
ENSMUSG00000009207.15_74521333_74578916_2,ENSMUSG00000009207.15,9,9,18,10,9,6,7,0
ENSMUSG00000023089.12_24518666_24527570_4,ENSMUSG00000023089.12,23,18,33,19,38,12,18,2
ENSMUSG00000023089.12_24518666_24527570_3,ENSMUSG00000023089.12,735,905,1036,612,1302,356,644,52
ENSMUSG00000023089.12_24518666_24527570_2,ENSMUSG00000023089.12,74,48,109,44,81,37,70,2
ENSMUSG00000023089.12_24518666_24527570_1,ENSMUSG00000023089.12,58,38,85,30,73,21,42,4
ENSMUSG00000021288.19_111758849_111806714_1,ENSMUSG00000021288.19,16,31,40,32,30,13,10,3
ENSMUSG00000051306.7_143710325_143714886_1,ENSMUSG00000051306.7,28,49,43,32,30,17,31,5
ENSMUSG00000020677.7_83942183_83962188_1,ENSMUSG00000020677.7,27,34,74,24,38,17,41,2
ENSMUST00000230495.1,ENSMUSG00000022677.15,45,49,75,46,62,25,25,2
ENSMUSG00000022360.8_58094046_58098503_1,ENSMUSG00000022360.8,57,69,91,60,46,35,56,3
ENSMUSG00000018286.6_70525367_70527858_1,ENSMUSG00000018286.6,501,723,805,486,785,313,499,37
ENSMUSG00000000399.10_126821996_126827635_1,ENSMUSG00000000399.10,1,1,4,2,1,2,4,0
ENSMUSG00000039218.17_23821554_23824741_1,ENSMUSG00000039218.17,43,69,150,70,100,62,96,6
ENSMUST00000100225.8,ENSMUSG00000057738.14,34,22,35,47,23,18,19,0
ENSMUSG00000028044.6_89415472_89418263_1,ENSMUSG00000028044.6,171,210,383,229,195,163,264,18
ENSMUST00000125171.1,ENSMUSG00000006262.15,2,5,6,2,3,3,5,0
ENSMUSG00000035376.10_35022430_35106578_3,ENSMUSG00000035376.10,6,7,12,5,13,4,4,1
ENSMUST00000205736.1,ENSMUSG00000047603.9,2,3,6,0,5,3,3,0
ENSMUSG00000050628.6_116434228_116438555_1,ENSMUSG00000050628.6,61,61,80,48,62,48,86,3
ENSMUST00000147730.1,ENSMUSG00000028680.14,0,3,1,2,0,2,2,0
ENSMUST00000215151.1,ENSMUSG00000111228.1,60,100,73,53,45,32,31,3
ENSMUSG00000062169.13_181150931_181166386_1,ENSMUSG00000062169.13,244,301,443,219,281,155,263,16
ENSMUSG00000005566.14_13030559_13031035_2,ENSMUSG00000005566.14,120,96,300,50,106,90,134,7
ENSMUSG00000114797.1_60219468_60251406_1,ENSMUSG00000114797.1,24,30,32,21,36,7,20,0
ENSMUSG00000032320.7_56042032_56058886_1,ENSMUSG00000032320.7,51,72,96,44,100,48,73,5
ENSMUSG00000032320.7_56042032_56058886_2,ENSMUSG00000032320.7,46,68,79,28,79,26,54,3
ENSMUSG00000032320.7_56042032_56058886_3,ENSMUSG00000032320.7,63,61,137,41,104,35,82,6
ENSMUSG00000001383.9_36792655_36798675_1,ENSMUSG00000001383.9,78,83,199,81,119,72,126,9
ENSMUSG00000072235.6_98931425_99037966_5,ENSMUSG00000072235.6,10,23,23,10,19,10,17,5
ENSMUSG00000072235.6_98931425_99037966_6,ENSMUSG00000072235.6,62,62,101,32,68,42,61,5
ENSMUST00000122202.7,ENSMUSG00000061479.15,46,60,113,74,69,37,67,5
ENSMUSG00000072235.6_98931425_99037966_1,ENSMUSG00000072235.6,59,66,146,54,74,53,85,4
ENSMUSG00000072235.6_98931425_99037966_2,ENSMUSG00000072235.6,45,39,79,32,41,41,64,4
ENSMUSG00000072235.6_98931425_99037966_3,ENSMUSG00000072235.6,26,22,68,11,37,18,33,2
ENSMUSG00000031555.15_24949611_24962990_2,ENSMUSG00000031555.15,77,94,81,45,106,44,60,1
ENSMUST00000044111.9,ENSMUSG00000038387.9,95,102,188,56,203,42,81,6
